brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Audi,Q4 e-tron,2025,Premium,154475.14,69.7,246.0,132.7,6.23,161.0,1000.0,879.0,AWD,5,Sedan,22.6,1646.0,5,2,Germany,Luxury,20728,3.43,5
BMW,i5,2024,Standard,78676.53,80.3,292.0,142.6,6.38,155.0,489.0,453.0,RWD,5,Hatchback,22.8,1501.0,5,1,Germany,Premium,28903,3.53,6
Kia,EV9,2021,Long Range,56383.76,77.6,294.0,107.4,5.95,162.0,689.0,647.0,FWD,5,SUV,46.4,1920.0,5,1,South Korea,Mid-range,85632,3.6,3
Tesla,Model Y,2025,Performance,51114.48,78.3,274.0,222.3,3.51,190.0,299.0,241.0,RWD,7,SUV,62.1,2000.0,5,2,US,Mid-range,484952,4.03,6
Hyundai,Ioniq 6,2024,Performance,44088.19,81.5,270.0,231.5,4.01,188.0,402.0,391.0,RWD,5,Hatchback,25.5,1685.0,3,0,South Korea,Mid-range,119102,3.6,4
Tesla,Model 3,2023,Premium,98229.28,82.6,290.0,268.4,7.42,142.0,730.0,668.0,RWD,7,Sedan,33.9,1500.0,4,2,US,Premium,151125,4.05,4
GM/Chevrolet,Equinox EV,2026,Performance,71801.02,84.4,304.0,228.3,2.8,200.0,950.0,836.0,AWD,7,SUV,50.0,1829.0,4,1,US,Premium,4745,3.45,4
Hyundai,Ioniq 6,2024,Standard,63404.54,72.2,253.0,88.9,5.5,168.0,777.0,662.0,RWD,7,Sedan,29.9,1532.0,5,0,South Korea,Mid-range,79234,3.49,3
BMW,i3,2023,Premium,126296.04,69.4,238.0,100.7,5.91,158.0,1000.0,891.0,RWD,5,Truck,56.1,2766.0,4,1,Germany,Luxury,27018,3.73,8
Tesla,Model S,2024,Long Range,91117.32,101.0,364.0,271.1,4.86,172.0,639.0,640.0,RWD,7,Hatchback,16.2,1500.0,4,2,US,Premium,174122,4.0,5
Tesla,Cybertruck,2026,Standard,39888.42,83.1,277.0,296.8,7.31,136.0,260.0,259.0,AWD,5,Truck,50.5,2479.0,4,2,US,Mid-range,224642,3.64,5
GM/Chevrolet,Bolt EUV,2024,Premium,75461.19,77.9,275.0,102.6,5.43,168.0,1000.0,966.0,AWD,5,SUV,54.4,2063.0,4,0,US,Premium,10961,3.51,5
Tesla,Cybertruck,2023,Performance,182463.57,109.2,389.0,312.3,2.97,200.0,1000.0,870.0,AWD,5,Truck,71.1,2927.0,5,3,US,Luxury,202403,3.98,5
Tesla,Model X,2023,Premium,43481.03,65.2,217.0,246.0,7.02,143.0,236.0,223.0,RWD,5,SUV,60.9,1871.0,5,2,US,Mid-range,134257,3.73,6
Tesla,Model 3,2025,Base,70038.71,65.7,235.0,344.8,6.65,149.0,510.0,448.0,RWD,7,Sedan,21.6,1837.0,5,3,US,Premium,164008,3.74,6
Toyota,bZ4X,2024,Base,60316.9,48.0,165.0,127.7,7.53,138.0,659.0,620.0,RWD,7,Coupe,22.2,1500.0,4,2,Japan,Mid-range,23683,3.15,5
GM/Chevrolet,Bolt EV,2024,Standard,46964.58,62.4,204.0,57.8,7.81,140.0,566.0,525.0,AWD,7,Sedan,21.6,1530.0,5,1,US,Mid-range,15168,3.46,4
BYD,Dolphin,2021,Premium,107053.36,82.6,300.0,135.7,5.34,164.0,1000.0,856.0,AWD,7,Coupe,37.6,2029.0,3,0,China,Luxury,216609,3.76,4
BYD,Atto 3,2023,Base,73542.57,52.6,178.0,76.5,6.84,142.0,795.0,760.0,AWD,5,Hatchback,26.5,1839.0,5,0,China,Premium,164917,3.0,4
BYD,Qin,2025,Standard,52251.33,63.4,238.0,134.0,5.93,161.0,547.0,460.0,AWD,7,Van,63.6,1538.0,5,0,China,Mid-range,174435,3.19,3
Ford,Explorer EV,2025,Base,67752.89,58.7,237.0,62.3,5.47,162.0,734.0,686.0,FWD,5,Truck,65.4,2613.0,5,0,US,Premium,21665,3.61,5
BMW,i5,2025,Base,48714.2,45.4,161.0,90.9,7.71,136.0,178.0,200.0,FWD,5,Van,74.7,1633.0,4,1,Germany,Mid-range,75073,3.18,6
Tesla,Model X,2026,Base,31180.54,72.3,241.0,338.0,6.7,142.0,208.0,200.0,FWD,5,Van,65.2,1525.0,4,2,US,Budget,143060,3.87,4
Tesla,Model Y,2025,Long Range,68461.67,80.8,305.0,310.2,4.5,183.0,508.0,430.0,FWD,7,Coupe,19.2,1614.0,4,2,US,Premium,443244,3.91,4
Tesla,Model S,2023,Premium,51643.69,41.7,150.0,282.3,6.36,153.0,364.0,303.0,AWD,5,Truck,65.8,2333.0,5,2,US,Mid-range,247691,3.41,6
BMW,iX,2025,Standard,66272.64,70.2,263.0,100.5,6.96,144.0,418.0,412.0,AWD,5,Sedan,22.2,1554.0,4,1,Germany,Premium,66889,3.62,6
Ford,F-150 Lightning,2025,Standard,68957.58,70.1,262.0,65.6,7.66,142.0,719.0,687.0,AWD,4,Truck,78.3,2809.0,5,1,US,Premium,69276,3.36,5
BYD,Dolphin,2024,Standard,51238.4,51.6,185.0,122.5,6.52,153.0,593.0,509.0,FWD,5,Hatchback,24.2,1637.0,5,1,China,Mid-range,242985,3.46,3
Tesla,Model Y,2025,Base,114587.9,67.3,242.0,324.4,7.79,120.0,860.0,798.0,FWD,5,Coupe,34.6,1534.0,3,2,US,Luxury,458139,3.77,5
Tesla,Cybertruck,2024,Standard,43048.0,78.2,305.0,284.8,5.32,167.0,283.0,238.0,FWD,7,Truck,69.0,2507.0,5,2,US,Mid-range,249983,3.24,5
Fisker,Ocean,2025,Premium,54042.0,69.8,254.0,61.6,6.62,157.0,343.0,288.0,RWD,5,Truck,68.2,2045.0,4,2,US,Mid-range,17793,3.42,5
BYD,Atto 3,2025,Premium,34873.27,63.6,236.0,57.6,6.36,149.0,380.0,328.0,AWD,7,Coupe,21.2,1500.0,4,0,China,Budget,145087,3.26,4
Ford,Explorer EV,2025,Standard,47275.39,64.9,242.0,148.9,5.12,166.0,415.0,361.0,FWD,5,Coupe,38.2,1509.0,3,1,US,Mid-range,20597,3.51,5
BMW,i4,2024,Long Range,69815.81,81.1,291.0,69.8,5.43,172.0,444.0,391.0,FWD,7,SUV,41.1,2056.0,4,1,Germany,Premium,42961,3.63,5
Volkswagen,ID.5,2025,Long Range,95115.92,83.0,275.0,136.0,5.38,170.0,1000.0,873.0,AWD,7,Sedan,28.0,1693.0,3,1,Germany,Premium,223250,3.54,4
BYD,Qin,2025,Premium,33846.45,52.4,171.0,126.2,7.36,138.0,348.0,349.0,FWD,5,Truck,75.5,2279.0,5,2,China,Budget,220677,3.2,5
Tesla,Cybertruck,2025,Premium,98891.22,78.9,301.0,269.9,6.78,143.0,712.0,623.0,FWD,5,Truck,75.4,2642.0,4,2,US,Premium,113008,3.85,4
Kia,Picanto EV,2020,Performance,51182.15,115.1,444.0,158.4,3.23,200.0,509.0,422.0,FWD,7,Van,78.2,1712.0,5,0,South Korea,Mid-range,106543,3.82,4
Ford,E-Transit,2023,Standard,53190.35,62.2,200.0,78.1,7.05,148.0,511.0,461.0,FWD,7,Hatchback,39.0,1682.0,4,2,US,Mid-range,73417,3.13,4
BMW,i5,2024,Base,73900.67,72.4,258.0,101.5,7.83,134.0,438.0,406.0,FWD,5,Coupe,35.2,1522.0,5,2,Germany,Premium,78616,3.2,6
Hyundai,Kona Electric,2023,Long Range,49376.97,105.9,348.0,77.3,4.75,175.0,509.0,436.0,FWD,7,Hatchback,37.4,1766.0,5,1,South Korea,Mid-range,113770,3.51,4
Tesla,Model 3,2025,Premium,129475.2,46.6,150.0,264.8,6.99,144.0,897.0,779.0,AWD,7,SUV,54.9,1856.0,4,2,US,Luxury,225901,3.6,5
Fisker,Ocean,2023,Base,81514.31,48.1,186.0,57.9,6.12,157.0,683.0,634.0,FWD,5,Hatchback,27.3,1690.0,4,1,US,Premium,16427,3.38,3
Ford,F-150 Lightning,2024,Base,33054.57,55.6,203.0,137.2,6.73,145.0,173.0,200.0,AWD,2,Truck,61.0,2425.0,5,1,US,Budget,77480,3.1,3
BYD,Dolphin,2024,Long Range,38277.53,87.8,282.0,141.6,4.54,181.0,343.0,313.0,RWD,5,Coupe,34.1,1685.0,5,1,China,Mid-range,237305,3.52,4
Polestar,3,2023,Long Range,77182.19,88.8,337.0,77.9,5.68,160.0,442.0,379.0,RWD,5,Hatchback,21.3,1500.0,5,0,Sweden,Premium,5412,3.55,3
Kia,Picanto EV,2025,Premium,80721.44,72.9,256.0,58.9,6.67,144.0,912.0,808.0,RWD,5,Hatchback,21.1,1503.0,3,1,South Korea,Premium,130227,3.54,4
Kia,EV6,2021,Premium,36092.98,41.6,150.0,105.9,5.2,170.0,254.0,233.0,AWD,5,SUV,45.9,2561.0,5,1,South Korea,Mid-range,73706,3.0,3
GM/Chevrolet,Equinox EV,2022,Performance,59493.52,71.9,270.0,162.1,3.04,200.0,761.0,683.0,FWD,5,SUV,48.3,1650.0,3,0,US,Mid-range,16751,3.44,4
Ford,Explorer EV,2023,Standard,38433.81,45.5,152.0,93.2,7.84,137.0,247.0,257.0,FWD,5,Truck,76.1,2667.0,4,1,US,Mid-range,31451,3.08,3
BMW,i3,2024,Performance,73301.49,109.7,367.0,196.4,3.4,200.0,489.0,443.0,FWD,7,Coupe,31.1,1547.0,5,1,Germany,Premium,50214,3.67,6
Tesla,Model Y,2025,Long Range,113868.37,86.6,301.0,250.9,4.84,185.0,826.0,761.0,AWD,7,Sedan,24.3,1500.0,4,2,US,Luxury,455459,3.98,5
BYD,Dolphin,2024,Premium,100526.02,84.9,300.0,124.8,6.95,147.0,1000.0,935.0,AWD,7,Hatchback,25.6,1569.0,4,0,China,Luxury,178707,3.53,4
Rivian,R3,2025,Base,78088.2,42.4,150.0,144.6,5.92,161.0,622.0,542.0,AWD,5,Hatchback,28.6,1769.0,3,0,US,Premium,26875,3.25,5
BYD,Qin,2025,Performance,101418.24,74.3,239.0,183.8,3.67,200.0,1000.0,942.0,AWD,5,Hatchback,17.6,1696.0,3,0,China,Luxury,115025,3.58,4
Volkswagen,ID.3,2023,Premium,99609.58,83.8,287.0,55.7,7.43,141.0,1000.0,862.0,AWD,7,Coupe,20.1,1973.0,4,0,Germany,Premium,245824,3.56,5
Volkswagen,ID.3,2025,Base,66620.77,53.1,196.0,125.1,7.65,132.0,710.0,644.0,AWD,5,Coupe,31.4,1570.0,5,0,Germany,Premium,206717,3.56,4
Volkswagen,ID.3,2021,Long Range,70654.72,88.4,317.0,84.0,4.82,163.0,711.0,644.0,FWD,7,Hatchback,27.6,1724.0,4,0,Germany,Premium,211095,3.8,5
Kia,Niro EV,2025,Performance,110498.55,107.7,407.0,182.1,2.85,200.0,1000.0,893.0,RWD,5,SUV,53.4,1849.0,4,0,South Korea,Luxury,55383,3.92,4
NIO,EL8,2025,Premium,104953.65,69.0,237.0,102.5,7.78,132.0,1000.0,879.0,AWD,7,Sedan,34.2,1974.0,5,2,China,Luxury,26944,3.47,3
BYD,Leaf 50X,2024,Long Range,42041.16,108.4,373.0,83.6,4.95,176.0,422.0,409.0,FWD,7,Truck,66.5,2360.0,3,0,China,Mid-range,120124,3.79,4
Tesla,Model S,2025,Long Range,120338.19,101.1,324.0,304.9,5.12,178.0,857.0,741.0,RWD,7,Truck,66.5,2561.0,4,2,US,Luxury,236717,4.06,5
Tesla,Model Y,2025,Long Range,147345.82,89.5,311.0,235.0,4.48,191.0,1000.0,893.0,AWD,5,Van,72.0,1709.0,5,2,US,Luxury,458246,3.66,5
Audi,e-tron GT,2025,Base,69716.21,72.8,250.0,73.8,7.04,145.0,400.0,342.0,AWD,5,SUV,36.4,1869.0,5,1,Germany,Premium,21802,3.43,5
BMW,i7,2025,Premium,88626.17,42.7,150.0,121.0,7.91,129.0,638.0,538.0,AWD,7,Coupe,28.6,1728.0,4,1,Germany,Premium,40644,3.5,7
BYD,Max,2022,Standard,68088.93,51.8,170.0,149.8,5.24,173.0,757.0,731.0,AWD,5,Hatchback,30.7,1668.0,4,1,China,Premium,201225,3.25,5
Ford,E-Transit,2024,Premium,97929.01,50.3,198.0,106.3,6.92,139.0,1000.0,928.0,RWD,7,SUV,50.1,2018.0,5,0,US,Premium,20102,3.3,5
Mercedes,EQE,2022,Long Range,118966.22,83.4,306.0,122.6,4.73,187.0,634.0,605.0,RWD,5,Hatchback,38.1,1668.0,4,2,Germany,Luxury,78467,3.86,8
Mercedes,GLE EV,2021,Performance,167760.51,110.2,367.0,161.0,4.22,189.0,1000.0,912.0,RWD,7,Hatchback,38.9,1571.0,5,1,Germany,Luxury,66576,3.8,8
Rivian,R3,2024,Performance,105996.52,77.2,274.0,218.4,3.13,196.0,1000.0,918.0,RWD,7,Hatchback,16.2,1630.0,5,0,US,Luxury,1509,3.58,5
BYD,Max,2023,Long Range,94064.69,95.8,342.0,104.0,4.95,180.0,1000.0,918.0,AWD,5,Hatchback,37.9,1679.0,5,0,China,Premium,117049,3.64,5
GM/Chevrolet,Equinox EV,2025,Long Range,58372.94,95.2,341.0,119.0,5.77,159.0,790.0,762.0,FWD,5,SUV,61.6,2173.0,5,1,US,Mid-range,5246,3.78,5
Hyundai,Ioniq 5,2025,Premium,64470.9,46.6,166.0,128.6,5.27,172.0,778.0,729.0,AWD,7,Sedan,17.1,1574.0,4,0,South Korea,Mid-range,90740,3.34,4
Mercedes,EQG,2022,Long Range,140186.97,89.7,340.0,103.8,5.28,162.0,842.0,758.0,FWD,5,Hatchback,24.7,1500.0,4,1,Germany,Luxury,31832,4.04,8
GM/Chevrolet,Silverado EV,2025,Premium,70759.08,83.3,278.0,111.1,6.63,157.0,1000.0,910.0,FWD,7,Coupe,27.5,1500.0,4,0,US,Premium,11923,3.61,4
Ford,Explorer EV,2025,Standard,57566.92,54.3,184.0,70.1,7.12,140.0,608.0,572.0,FWD,5,SUV,48.4,1896.0,4,2,US,Mid-range,64630,3.23,5
BMW,i5,2026,Long Range,125686.6,91.1,335.0,93.0,5.83,160.0,1000.0,891.0,AWD,5,Truck,65.5,2713.0,5,1,Germany,Luxury,50691,3.66,6
Tesla,Model S,2024,Performance,64261.34,116.7,433.0,322.7,2.86,200.0,402.0,369.0,FWD,5,Hatchback,18.5,1894.0,3,2,US,Mid-range,145470,4.1,5
Kia,Sportage EV,2023,Base,31014.43,43.7,167.0,135.5,6.68,149.0,200.0,200.0,AWD,5,SUV,45.5,2106.0,5,1,South Korea,Budget,68930,3.05,4
Polestar,3,2024,Standard,116528.23,75.6,282.0,77.2,7.01,144.0,886.0,811.0,AWD,5,Truck,76.9,2331.0,4,1,Sweden,Luxury,14704,3.58,4
NIO,EL6,2024,Performance,144156.68,92.7,331.0,163.8,2.82,200.0,1000.0,847.0,AWD,5,Hatchback,23.3,1500.0,5,0,China,Luxury,28598,3.78,3
Tesla,Model X,2024,Base,97305.17,40.9,150.0,341.6,6.29,158.0,732.0,658.0,FWD,7,Van,77.3,1545.0,3,3,US,Premium,135420,3.42,5
Tesla,Cybertruck,2021,Base,64613.56,49.8,175.0,218.9,7.79,130.0,429.0,370.0,RWD,5,Truck,57.4,2450.0,4,3,US,Mid-range,243316,3.49,5
Tesla,Model Y,2024,Premium,142240.31,46.3,166.0,245.7,5.49,152.0,1000.0,929.0,RWD,5,Truck,60.1,2813.0,5,2,US,Luxury,461025,3.45,6
GM/Chevrolet,Blazer EV,2023,Standard,45534.53,61.3,201.0,148.1,7.67,130.0,476.0,404.0,AWD,7,Sedan,38.9,1500.0,5,2,US,Mid-range,7422,3.31,3
Ford,F-150 Lightning,2024,Long Range,88743.58,80.1,265.0,69.6,4.68,187.0,1000.0,902.0,FWD,2,Truck,78.0,2611.0,5,0,US,Premium,63330,3.64,4
BYD,Dolphin,2021,Standard,36671.61,51.7,195.0,147.1,5.93,166.0,378.0,358.0,FWD,7,Truck,51.5,2585.0,4,1,China,Mid-range,112221,3.41,4
Hyundai,Ioniq 5,2025,Standard,37110.33,75.5,266.0,79.4,7.93,130.0,269.0,275.0,AWD,7,Hatchback,31.6,1594.0,5,1,South Korea,Mid-range,143597,3.54,4
Mercedes,EQE,2025,Performance,103655.43,79.6,307.0,201.7,3.25,197.0,574.0,523.0,RWD,7,Van,62.1,1865.0,4,2,Germany,Luxury,54248,3.94,8
GM/Chevrolet,Blazer EV,2024,Performance,41328.5,93.2,342.0,182.4,4.37,186.0,448.0,355.0,RWD,5,Hatchback,26.7,1818.0,5,2,US,Mid-range,18258,3.87,4
Kia,Picanto EV,2025,Base,28245.98,68.8,222.0,54.1,5.42,171.0,171.0,200.0,RWD,5,Sedan,37.2,1730.0,4,0,South Korea,Budget,75515,3.26,4
Kia,Niro EV,2025,Base,55056.42,81.0,274.0,99.8,6.27,160.0,541.0,502.0,RWD,7,Coupe,20.3,1500.0,4,0,South Korea,Mid-range,118841,3.38,3
Hyundai,Kona Electric,2024,Premium,69523.19,77.9,274.0,115.1,6.78,145.0,852.0,751.0,RWD,7,Hatchback,18.4,1807.0,4,2,South Korea,Premium,133082,3.52,4
BYD,Atto 3,2024,Long Range,25253.73,99.1,355.0,139.7,5.45,167.0,197.0,200.0,FWD,7,Van,73.4,1891.0,4,0,China,Budget,158999,3.61,4
Kia,Sportage EV,2022,Long Range,89447.77,97.2,328.0,73.1,4.03,187.0,1000.0,921.0,FWD,5,SUV,69.6,2041.0,5,0,South Korea,Premium,135902,3.67,4
BMW,iX,2025,Base,76098.9,67.8,221.0,149.8,6.59,150.0,535.0,453.0,FWD,5,SUV,40.4,1969.0,5,1,Germany,Premium,36766,3.35,8
Audi,Q4 e-tron,2024,Base,103666.6,66.4,243.0,142.2,6.98,141.0,742.0,633.0,FWD,5,Truck,64.1,2348.0,4,2,Germany,Luxury,59232,3.4,6
BMW,i4,2024,Standard,86675.29,62.4,204.0,145.8,5.1,172.0,640.0,578.0,FWD,5,Truck,67.2,2345.0,4,2,Germany,Premium,72572,3.35,8
GM/Chevrolet,Bolt EUV,2021,Standard,64473.77,77.6,293.0,135.5,6.86,143.0,834.0,769.0,FWD,5,Truck,66.0,2241.0,4,0,US,Mid-range,9147,3.72,4
Tesla,Cybertruck,2025,Base,55743.68,46.8,183.0,220.8,5.76,168.0,398.0,339.0,AWD,5,Truck,52.1,2748.0,4,2,US,Mid-range,237895,3.33,5
Hyundai,i30,2025,Performance,72352.97,86.6,289.0,157.1,3.15,200.0,921.0,811.0,RWD,5,Van,63.6,1868.0,3,0,South Korea,Premium,107166,3.51,4
Tesla,Model 3,2024,Performance,92846.92,75.3,265.0,226.2,4.28,180.0,653.0,618.0,RWD,5,Sedan,21.8,1500.0,3,2,US,Premium,187727,3.9,4
BYD,Dolphin,2025,Base,64952.61,79.2,299.0,135.5,7.42,144.0,769.0,669.0,AWD,7,Coupe,35.0,1563.0,5,2,China,Mid-range,246706,3.79,4
GM/Chevrolet,Equinox EV,2024,Base,32869.42,73.8,276.0,87.4,5.87,157.0,282.0,288.0,FWD,5,SUV,40.0,2125.0,3,0,US,Budget,10258,3.6,4
Volvo,C40 Recharge,2022,Base,46215.01,45.9,150.0,127.8,5.43,165.0,215.0,200.0,FWD,5,Hatchback,20.7,1790.0,5,1,Sweden,Mid-range,17974,3.32,3
Tesla,Model 3,2025,Premium,109716.37,72.9,254.0,269.0,7.48,140.0,761.0,696.0,AWD,7,Truck,75.7,2588.0,5,2,US,Luxury,176733,3.77,4
Volkswagen,ID.4,2022,Long Range,82795.09,103.2,345.0,103.7,4.66,181.0,931.0,861.0,AWD,7,Coupe,20.5,1581.0,4,0,Germany,Premium,263434,3.53,5
Ford,Mustang Mach-E,2026,Long Range,61924.92,108.2,354.0,77.3,5.13,168.0,651.0,587.0,FWD,7,Van,68.3,1684.0,4,1,US,Mid-range,37462,3.75,5
BYD,Leaf 50X,2025,Long Range,51480.21,84.7,320.0,50.9,5.99,158.0,596.0,507.0,AWD,5,Hatchback,21.7,1730.0,5,0,China,Mid-range,132415,3.44,5
Kia,Sportage EV,2026,Standard,75695.59,58.1,208.0,85.2,6.28,151.0,904.0,810.0,AWD,5,SUV,56.3,1910.0,4,2,South Korea,Premium,99994,3.36,4
GM/Chevrolet,Blazer EV,2023,Base,30572.73,55.2,208.0,113.6,7.82,134.0,222.0,209.0,AWD,7,Coupe,34.1,1561.0,4,0,US,Budget,13459,3.31,4
Kia,Sportage EV,2021,Performance,92296.55,118.8,403.0,218.8,3.5,197.0,1000.0,906.0,RWD,5,SUV,49.7,2329.0,5,0,South Korea,Premium,79309,3.97,4
Tesla,Model S,2023,Base,41460.27,53.8,191.0,277.0,6.4,155.0,277.0,278.0,RWD,5,Van,78.4,1500.0,4,2,US,Mid-range,119951,3.56,4
Volkswagen,ID.3,2025,Standard,53934.12,54.5,187.0,68.5,6.33,143.0,534.0,464.0,FWD,7,Sedan,33.7,1763.0,5,1,Germany,Mid-range,220093,3.36,3
Ford,Explorer EV,2024,Premium,86809.78,64.0,201.0,144.5,7.58,126.0,1000.0,931.0,AWD,7,Truck,78.6,2676.0,4,2,US,Premium,40976,3.0,3
Kia,EV9,2024,Performance,107669.85,101.4,345.0,247.6,2.61,200.0,1000.0,905.0,AWD,7,SUV,42.4,1870.0,5,0,South Korea,Luxury,128063,4.17,4
Tesla,Cybertruck,2025,Premium,113505.79,80.7,286.0,323.1,6.52,155.0,854.0,760.0,RWD,5,Truck,51.4,2737.0,4,3,US,Luxury,162101,3.9,5
GM/Chevrolet,Bolt EV,2024,Standard,37659.35,52.6,166.0,66.3,6.06,154.0,425.0,341.0,AWD,7,Sedan,29.7,1500.0,5,0,US,Mid-range,14766,3.22,4
Tesla,Cybertruck,2025,Long Range,118632.47,86.9,300.0,238.9,4.75,168.0,867.0,784.0,FWD,5,Truck,62.8,2731.0,5,2,US,Luxury,209669,3.98,5
GM/Chevrolet,Bolt EUV,2026,Premium,71451.17,77.0,267.0,102.3,7.57,130.0,979.0,856.0,AWD,7,Van,71.5,1633.0,5,0,US,Premium,1367,3.49,3
Tesla,Model S,2025,Base,66113.76,42.6,168.0,261.0,7.33,137.0,469.0,481.0,RWD,7,Sedan,34.0,1665.0,4,2,US,Premium,185813,3.27,5
Toyota,bZ4X,2022,Premium,46862.78,63.4,215.0,101.5,6.6,151.0,390.0,345.0,AWD,7,Sedan,26.9,1614.0,5,0,Japan,Mid-range,1920,3.39,4
Volkswagen,ID.3,2023,Performance,70444.74,90.5,338.0,176.8,4.38,185.0,775.0,702.0,FWD,7,Truck,67.1,2184.0,4,2,Germany,Premium,214221,3.69,4
BYD,Qin,2022,Long Range,77020.14,86.6,333.0,87.9,5.6,161.0,792.0,733.0,FWD,5,Van,74.4,1500.0,5,1,China,Premium,167490,3.58,4
Tesla,Model S,2025,Performance,169177.37,89.9,303.0,309.6,3.53,200.0,1000.0,898.0,RWD,7,SUV,66.8,2131.0,4,3,US,Luxury,130032,3.68,6
BYD,Atto 3,2025,Base,39603.87,75.1,266.0,100.7,5.93,158.0,525.0,432.0,AWD,5,Van,76.7,1754.0,5,0,China,Mid-range,195375,3.46,4
Audi,Q4 e-tron,2023,Base,48523.32,82.6,283.0,91.7,7.19,137.0,157.0,200.0,AWD,5,SUV,55.9,2208.0,5,2,Germany,Mid-range,57366,3.57,6
Xiaomi,SU7,2021,Long Range,49221.78,80.4,266.0,104.9,4.65,176.0,353.0,314.0,AWD,5,Hatchback,28.7,1717.0,5,2,China,Mid-range,23659,3.6,3
Volkswagen,ID.3,2023,Premium,57817.4,40.4,167.0,88.6,5.78,156.0,536.0,511.0,AWD,5,Truck,70.7,2281.0,5,1,Germany,Mid-range,227778,3.41,3
Volkswagen,ID. Buzz,2020,Standard,72240.69,59.6,178.0,99.9,6.94,143.0,750.0,689.0,FWD,5,Sedan,34.8,1734.0,4,1,Germany,Premium,255858,3.29,3
GM/Chevrolet,Equinox EV,2022,Premium,82968.06,75.4,253.0,145.5,5.92,163.0,1000.0,913.0,AWD,7,SUV,36.1,2053.0,4,0,US,Premium,7825,3.4,4
Audi,e-tron,2023,Long Range,82135.99,78.3,272.0,70.7,4.67,170.0,456.0,415.0,AWD,5,Sedan,35.8,1600.0,4,1,Germany,Premium,56851,3.65,6
Kia,EV9,2020,Base,33055.17,58.2,200.0,83.2,6.11,158.0,176.0,200.0,AWD,7,SUV,55.5,2035.0,4,0,South Korea,Budget,139463,3.31,3
Volkswagen,ID.4,2022,Performance,97372.99,74.1,240.0,226.0,2.5,200.0,1000.0,878.0,AWD,5,Sedan,26.0,1616.0,4,0,Germany,Premium,246097,3.31,4
Volkswagen,ID.3,2024,Long Range,62606.34,101.2,370.0,104.7,4.37,186.0,640.0,593.0,RWD,5,Coupe,27.3,1892.0,4,0,Germany,Mid-range,233529,3.84,3
GM/Chevrolet,Silverado EV,2024,Premium,80871.59,62.6,196.0,135.2,5.27,170.0,1000.0,911.0,AWD,5,Hatchback,15.1,1778.0,3,1,US,Premium,24840,3.52,3
Tesla,Model 3,2025,Standard,27829.58,72.9,249.0,215.3,5.62,177.0,169.0,200.0,RWD,7,Van,65.9,1500.0,4,2,US,Budget,110913,3.78,6
BMW,i3,2025,Standard,104401.84,73.3,250.0,133.4,5.28,178.0,879.0,791.0,RWD,5,Coupe,38.9,1612.0,5,1,Germany,Luxury,64517,3.56,5
Volkswagen,ID.3,2026,Performance,77434.92,112.5,381.0,202.0,3.97,195.0,813.0,732.0,RWD,5,Sedan,33.6,1972.0,5,1,Germany,Premium,250773,3.82,3
Ford,F-150 Lightning,2025,Performance,55789.82,103.1,355.0,158.0,2.55,200.0,526.0,443.0,AWD,2,Truck,57.8,2494.0,3,0,US,Mid-range,58686,4.0,4
Tesla,Model Y,2026,Long Range,43501.07,92.1,328.0,316.0,4.82,177.0,282.0,240.0,FWD,7,Hatchback,28.1,1575.0,4,2,US,Mid-range,417203,3.88,6
Kia,EV9,2024,Premium,73063.27,55.1,176.0,114.3,7.87,137.0,826.0,792.0,RWD,7,SUV,46.4,1899.0,5,0,South Korea,Premium,143775,3.53,4
Hyundai,Ioniq 5,2022,Standard,34455.09,43.1,150.0,86.2,5.04,165.0,227.0,212.0,AWD,5,Van,72.0,1606.0,5,1,South Korea,Budget,120724,3.13,5
BMW,i3,2024,Performance,123235.74,117.3,428.0,187.9,3.59,186.0,1000.0,922.0,AWD,7,Truck,54.0,2571.0,5,1,Germany,Luxury,49531,3.97,6
Tesla,Cybertruck,2024,Premium,117988.5,65.2,250.0,315.7,5.38,160.0,846.0,761.0,FWD,5,Truck,57.5,2492.0,4,2,US,Luxury,117423,3.81,5
Kia,Niro EV,2024,Standard,39013.49,67.3,235.0,97.3,5.22,171.0,263.0,250.0,RWD,7,Van,60.9,1500.0,4,1,South Korea,Mid-range,124150,3.57,4
Kia,Picanto EV,2024,Long Range,50328.06,106.7,389.0,137.5,5.25,165.0,491.0,455.0,RWD,5,Hatchback,22.9,1655.0,4,0,South Korea,Mid-range,79174,3.94,3
Kia,Picanto EV,2025,Base,48934.98,67.0,228.0,121.3,6.09,154.0,439.0,379.0,FWD,7,Coupe,17.9,1500.0,5,1,South Korea,Mid-range,106640,3.38,4
Kia,Sportage EV,2025,Premium,89200.56,62.2,211.0,64.2,6.77,149.0,1000.0,893.0,AWD,7,SUV,37.1,2168.0,4,1,South Korea,Premium,55676,3.0,5
BMW,iX,2025,Long Range,133417.07,99.6,348.0,95.3,5.06,178.0,1000.0,946.0,RWD,7,Van,73.3,1852.0,4,1,Germany,Luxury,53580,3.85,8
